"Book Name","Enhanced Typesetting Status","Conversion Status","Error Count","Quality Issue Count","Output File Path","Log File Path","Quality Report Path"
"building-temporal-ai-kindle","Supported","Success","0","0","E:\Projects\taibook\KDP\output\kpf_out\KPF\building-temporal-ai-kindle.kpf","E:\Projects\taibook\KDP\output\kpf_out\Logs\building-temporal-ai-kindle_log.csv","E:\Projects\taibook\KDP\output\kpf_out\Logs\building-temporal-ai-kindle_QualityReport.csv"
